covered,criteria
t,"Melanoma 

Nivolumab (Opdivo®) is considered medically necessary and, therefore, covered as single-agent therapy or in combination with ipilimumab (Yervoy®) for the treatment of individuals with unresectable or metastatic melanoma in one of the following regimens:
First-line therapy
Second-line or subsequent therapy for disease progression for individuals with Eastern Cooperative Oncology Group (ECOG) performance status 0-2 if not previously used
After maximum clinical benefit from BRAF-targeted therapy for individuals with PS 0-2
Re-induction therapy for individuals with PS 0-2 who experience disease control and have no residual toxicity but experience progression/relapse more than 3 months after treatment discontinuation.

Non-Small Cell Lung Cancer (NSCLC)

Nivolumab (Opdivo®) is considered medically necessary and, therefore, covered as single-agent therapy for the treatment of individuals with metastatic non-small cell lung cancer (NSCLC) and ECOG 0-2 who had progression on or after platinum-based chemotherapy or other systemic therapy.
Prior to receiving nivolumab (Opdivo®), individuals with EGFR or ALK genomic tumor aberrations should have disease progression on a US Food and Drug Administration (FDA)--approved therapy (e.g., afatinib [Gilotrif], alectinib [Alecensa], ceritinib [Zykadia], crizotinib [Xalkori], erlotinib [Tarceva], gefitinib [Iressa], osimertinib [Tagrisso])

Renal Cell Carcinoma (RCC)

Nivolumab (Opdivo®) is considered medically necessary and, therefore, covered as single-agent therapy for the treatment of individuals with advanced renal cell carcinoma (RCC) who have received prior anti-angiogenic therapy (e.g., sorafenib [Nexavar®], sunitinib [Sutent®], bevacizumab [Avastin®], pazopanib [Votrient®], axitinib [Inlyta®]). 

Classical Hodgkin's Lymphoma (cHL)

Nivolumab (Opdivo®) is considered medically necessary and, therefore, covered as single-agent therapy for:
the treatment of adult individuals with classical Hodgkin's lymphoma that have relapsed or progressed after either of the following:
autologous hematopoietic stem cell transplantation (HSCT) and brentuximab vedotin (Adcetris)
3 or more lines of systemic therapy that includes autologous HSCT
additional therapy for refractory disease if Deauville 4-5 or relapsed disease in individuals previously treated with brentuximab vedotin (Adcetris)
palliative therapy for relapsed or refractory disease in older (age 60 and above) individuals

Head and Neck Squamous Cell Carcinoma (HNSCC)

Nivolumab (Opdivo®) is considered medically necessary and, therefore, covered as single-agent therapy for the treatment of:
recurrent or metastatic squamous cell carcinoma of the head and neck with disease progression on or after a platinum-based therapy
recurrent or metastatic non-nasopharyngeal squamous cell carcinoma of the head and neck with disease progression on or after a platinum-based therapy in:
newly diagnosed T4b, any N, M0 disease, unresectable nodal disease with no metastases, or individuals unfit for surgery and performance status (PS) 3
metastatic (M1) disease at initial presentation or recurrent/persistent disease with distant metastases, or unresectable locoregional recurrence or second primary with prior radiation therapy (RT) and PS 0-2
unresectable locoregional recurrence without prior RT and PS 3

Urothelial Carcinoma

Nivolumab (Opdivo®) is considered medically necessary and, therefore, covered as single-agent therapy for the treatment of one of the following indications:
locally advanced or metastatic urothelial carcinoma in individuals with disease progression, in one of the following scenarios:
during or following platinum-containing chemotherapy
within 12 months of neoadjuvant or adjuvant treatment with platinum-containing chemotherapy
A single agent therapy for clinical stage T4b or T2-T4a, N1-3 bladder cancer, for recurrence post cystectomy, or for metastatic disease as subsequent systemic therapy.
As subsequent systemic therapy for metastatic disease for one of the following conditions:
primary carcinoma of the urethra
upper genitourinary tract tumors
urothelial carcinoma of the prostate

Small Cell Lung Cancer

Nivolumab (Opdivo®) is considered medically necessary and, therefore, covered as single-agent or in combination with ipilimumab (Yervoy®), in individuals with performance status 0-2 therapy as subsequent systemic therapy for the treatment of primary progressive small cell lung cancer, or for relapse within 6 months following complete or partial response or stable disease with initial treatment.

Microsatellite Instability-High Cancer

Nivolumab (Opdivo®) is considered medically necessary and, therefore, covered as a single agent for one of the following:
treatment for individuals ages 12 years and older with unresectable advanced or metastatic colorectal cancer (MSI-H) following previous oxaliplatin-, irinotecan-, and/or fluoropyrimidine-based therapy
primary treatment for individuals with unresectable metachronous metastases (defective mismatch repair/high microsatellite instability only) that has progressed after previous adjuvant treatment with FOLFOX (fluorouracil, leucovorin, and oxaliplatin) or CAPEOX (capecitabine and oxaliplatin) within the last 12 months
initial treatment for individuals with unresectable advanced or metastatic colorectal cancer (MSI-H) who are not appropriate for intensive therapy

Malignant Pleural Mesothelioma

Nivolumab (Opdivo®) is considered medically necessary and, therefore, covered as a single agent or in combination with ipilimumab (Yervoy®), as subsequent systemic therapy for the treatment of malignant pleural mesothelioma."
t,"Covered Uses:
All FDA-approved indications not otherwise excluded from Part D.

Exclusion Criteria:
Patients with wild-type BRAF melanoma.

Required Medical Information:
Lesion is positive for the BRAF V600E or V600K mutation as detected by an FDA-approved test.

Prescriber Restrictions:
Prescribed by or in consultation with an oncologist.

Coverage Duration:
12 months.

Other Criteria:
Used in combination with Zelboraf."
t,"Non-Small-Cell Lung Cancer (NSCLC)

Bevacizumab may be considered medically necessary for first-line treatment of patients with unresectable, locally advanced, recurrent or metastatic non-squamous, non-small cell lung cancer (NSCLC) when given in combination with carboplatin and paclitaxel.

Bevacizumab may be considered medically necessary in combination with platinum-based doublet chemotherapy* as second-line treatment of patients with non-squamous, non-small cell lung cancer who have experienced disease progression during or after first-line treatment with erlotinib or crizotinib.

*NOTE 1: Platinum-based doublet chemotherapy may include cisplatin or carboplatin combined with a taxane (paclitaxel or docetaxel), gemcitabine, vinorelbine, or irinotecan.

Bevacizumab may be considered medically necessary in individuals with unresectable, locally advanced, recurrent or metastatic, nonsquamous, non-small cell lung cancer (NSCLC) when used as first-line therapy in individuals with a performance status of 0-1 and no history of hemoptysis when used in combination with both:

• Platinum-based therapy; AND

• Taxane or pemetrexed.

Bevacizumab as maintenance therapy may be considered medically necessary for individuals with unresectable, locally advanced, recurrent or metastatic non-squamous, non-small cell lung cancer (NSCLC) when all of the following criteria are met:

• Used as a single agent; AND

• Bevacizumab was previously administered as an agent in a first-line combination chemotherapy regimen; AND

• May be used until disease progression."
t,"Non-Small-Cell Lung Cancer (NSCLC)

Bevacizumab may be considered medically necessary for first-line treatment of patients with unresectable, locally advanced, recurrent or metastatic non-squamous, non-small cell lung cancer (NSCLC) when given in combination with carboplatin and paclitaxel.

Bevacizumab may be considered medically necessary in combination with platinum-based doublet chemotherapy* as second-line treatment of patients with non-squamous, non-small cell lung cancer who have experienced disease progression during or after first-line treatment with erlotinib or crizotinib.

*NOTE 1: Platinum-based doublet chemotherapy may include cisplatin or carboplatin combined with a taxane (paclitaxel or docetaxel), gemcitabine, vinorelbine, or irinotecan.

Bevacizumab may be considered medically necessary in individuals with unresectable, locally advanced, recurrent or metastatic, nonsquamous, non-small cell lung cancer (NSCLC) when used as first-line therapy in individuals with a performance status of 0-1 and no history of hemoptysis when used in combination with both:

• Platinum-based therapy; AND

• Taxane or pemetrexed.

Bevacizumab as maintenance therapy may be considered medically necessary for individuals with unresectable, locally advanced, recurrent or metastatic non-squamous, non-small cell lung cancer (NSCLC) when all of the following criteria are met:

• Used as a single agent; AND

• Bevacizumab was previously administered as an agent in a first-line combination chemotherapy regimen; AND

• May be used until disease progression."
t,"Bevacizumab is considered medically appropriate if ALL / ANY ONE of the following criteria are met: Non-small cell lung cancer (NSCLC) that is recurrent or metastatic in an individual with ECOG performance status 0-1 if ANY ONE of the following: First-line chemotherapy regimen  in combination with cisplatin- or carboplatin-based regimens. Second-line or later therapy if ALL of the following: Must be used in combination with cisplatin- or carboplatin-based regimens EGFR mutation-positive tumors have had prior failure with: Tarceva (erlotinib), Gilotrif (afatinib), or Iressa (gefitinib). ALK positive tumors have had prior failure with Xalkori (crizotinib). Maintenance therapy for patient in remission with ALL of the following: Bevacizumab must have been included in patient’s first line chemotherapy regimen Patient’s disease has not progressed (achieved tumor response or stable disease) after first-line chemotherapy Single agent or in combination with Alimta (pemetrexed) if bevacizumab if previously used with a First-line pemetrexed/platinum chemotherapy regimen."
t,"Non-Small-Cell Lung Cancer (NSCLC)

Bevacizumab may be considered medically necessary for first-line treatment of patients with unresectable, locally advanced, recurrent or metastatic non-squamous, non-small cell lung cancer (NSCLC) when given in combination with carboplatin and paclitaxel.

Bevacizumab may be considered medically necessary in combination with platinum-based doublet chemotherapy* as second-line treatment of patients with non-squamous, non-small cell lung cancer who have experienced disease progression during or after first-line treatment with erlotinib or crizotinib.

*NOTE 1: Platinum-based doublet chemotherapy may include cisplatin or carboplatin combined with a taxane (paclitaxel or docetaxel), gemcitabine, vinorelbine, or irinotecan.

Bevacizumab may be considered medically necessary in individuals with unresectable, locally advanced, recurrent or metastatic, nonsquamous, non-small cell lung cancer (NSCLC) when used as first-line therapy in individuals with a performance status of 0-1 and no history of hemoptysis when used in combination with both:

• Platinum-based therapy; AND

• Taxane or pemetrexed.

Bevacizumab as maintenance therapy may be considered medically necessary for individuals with unresectable, locally advanced, recurrent or metastatic non-squamous, non-small cell lung cancer (NSCLC) when all of the following criteria are met:

• Used as a single agent; AND

• Bevacizumab was previously administered as an agent in a first-line combination chemotherapy regimen; AND

• May be used until disease progression."
t,1) Diagnosis is an FDA-Labeled Indication (PA for Oncology)
t,"Avastin is covered in adult patients (≥ 18 years of age) for the following indications: Non-squamous non-small cell lung cancer First-line treatment in combination with a platinum-based treatment regimen for recurrence or metastases for patients with performance status 0-1 Continuation-maintenance therapy if given first line with chemotherapy for recurrence or metastases for patients with performance status 0-1
Second-line treatment in combination with a platinum-based doublet"
t,"Drug Names ZELBORAF

Covered Uses 
All FDA-approved uses not otherwise excluded from Part D, melanoma with BRAF V600K mutation, non-small cell lung cancer (NSCLC) with BRAF V600E mutation, and hairy cell leukemia. 

Exclusion Criteria

Required Medical Information 

For unresectable or metastatic melanoma, the tumor is positive for either BRAF V600E or V600K mutation, and Zelboraf is used as a single agent or in combination with cobimetinib. 

For NSCLC, the tumor is positive for the BRAF V600E mutation. 

For refractory hairy cell leukemia, Zelboraf will be used as a single agent for disease progression after non-response to purine analog therapy. 

Age Restrictions

Prescriber Restrictions

Coverage Duration 
Plan Year

Other Criteria"
t,"Covered Uses:
 All FDA-approved indications not otherwise excluded from Part D

Exclusion Criteria:
N/A

Required Medical Information:
Previous therapies tried, presence of BRAF V600E or V600K mutation confirmed by an FDA approved test

Age Restrictions:
18 years and older

Prescriber Restrictions:
Prescribed by, or in consultation with, an Oncologist

Coverage Duration:
12 months

Other Criteria:
Melanoma - being prescribed in combination with vemurafenib"
t,"For NSCLC, the disease is unresectable, locally advanced, recurrent, or metastatic for patients with tumors of non-squamous cell histology, and no hx of recent hemoptysis and 1) AV will be used as first-line therapy or as subsequent therapy after prior therapy with erlotinib, afatinib, gefitinib or crizotinib a) AV will be used with cisplatin- or carboplatin-based regimens and b) Patient has distant mets or locoregional recurrence with evidence of disseminated disease, OR 2) AV will be used as a continuation maintenance tx (i.e., continuation of AV as first-line therapy beyond 4- 6 cycles in the absence of disease progression) for tumor that is negative or unknown for both EGFR and ALK mutations and a) AV will be used alone or in combination with pemetrexed if previously used with a first-line pemetrexed/platinum chemotherapy regimen and b) Patient has achieved tumor response or stable disease following firstline chemotherapy."
t,"Being used as first-line, second-line, or maintenance therapy for non-squamous, nonsmall cell lung cancer"
t,"Avastin is covered in adult patients (≥ 18 years of age) for the following indications: Non-squamous non-small cell lung cancer First-line treatment in combination with a platinum-based treatment regimen for recurrence or metastases for patients with performance status 0-1 Continuation-maintenance therapy if given first line with chemotherapy for recurrence metastases for patients with performance status 0-1
Second-line treatment in combination with a platinum-based doublet"
t,"For non-squamous non-small cell lung cancer, use in combination with carboplatin and paclitaxel for first line treatment of unresectable, locally advanced, recurrent or metastatic disease."
t,"For non-squamous non-small cell lung cancer, use in combination with carboplatin and paclitaxel for first line treatment of unresectable, locally advanced, recurrent or metastatic disease."
t,"For NSCLC, the disease is unresectable, locally advanced, recurrent, or metastatic for patients with tumors of non-squamous cell histology, and no hx of recent hemoptysis and 1) AV will be used as first-line therapy or as subsequent therapy after prior therapy with erlotinib, afatinib, gefitinib or crizotinib a) AV will be used with cisplatin- or carboplatin-based regimens and b) Patient has distant mets or locoregional recurrence with evidence of disseminated disease, OR 2) AV will be used as a continuation maintenance tx (i.e., continuation of AV as first-line therapy beyond 4- 6 cycles in the absence of disease progression) for tumor that is negative or unknown for both EGFR and ALK mutations and a) AV will be used alone or in combination with pemetrexed if previously used with a first-line pemetrexed/platinum chemotherapy regimen and b) Patient has achieved tumor response or stable disease following firstline chemotherapy"
t,"Criteria Questions:
1. What is the ICD-10 code? 
2. Will Avastin be administered by intravitreal injection for an ophthalmic disorder? If No, skip to #4
3. What is the diagnosis? Indicate below and no further questions.
4. What is the diagnosis?
- Colon cancer
- Breast cancer
- Rectal cancer
- Renal cell carcinoma
- Central nervous system (CNS) cancer
- Soft tissue sarcoma
- Non-small cell lung cancer (NSCLC) 
- Endometrial cancer
- Ovarian cancer 
- Malignant pleural mesothelioma
- Cervical cancer
- Other 
5. What is the prescribed chemotherapy regimen?
6. Is the disease any of the following? Check all that apply.
- Recurrent
- Metastatic
- Persistent
- Unresectable
- Locally advanced
- Other 
Complete the following section based on the patient's diagnosis, if applicable.
Section G: Non-Small Cell Lung Cancer (NSCLC)
21. Does the disease express non-squamous cell histology? ACTION REQUIRED: Attach a copy of histology report.
22. Is there a history of recent hemoptysis? 
23. What is the intent of treatment?
- First line therapy, skip to #28
- Subsequent therapy (i.e., second-line therapy and beyond)
- Continuation maintenance therapy (i.e., continuation of treatment with Avastin as first-line therapy beyond 4-6
cycles), skip to #26
- Other 
24. Has the patient received prior treatment with erlotinib, afatinib, gefitinib or crizotinib? 
25. Does the patient have distant metastases or locoregional recurrence with evidence of disseminate disease?
26. What is the patient’s EGFR mutation status? ACTION REQUIRED: Attach EGFR mutation status test results.
- Positive
- Negative
- Unknown
27. What is the patient’s ALK rearrangement test result?
ACTION REQUIRED: Attach ALK rearrangement test results.
- Positive
- Negative
- Unknown
28. Was Avastin previously used with a first-line pemetrexed/platinum chemotherapy regimen?
29. Has the patient achieved tumor response following first-line chemotherapy?
If Yes, no further questions 
30. Is the disease stable following first-line chemotherapy?"
t,All medically accepted indications not otherwise excluded from Part D.
t,"Drug Names COTELLIC

Covered Uses 
All FDA-approved indications not otherwise excluded from Part D.

Exclusion Criteria

Required Medical Information

Age Restrictions

Prescriber Restrictions

Coverage Duration 
Plan Year

Other Criteria"
t,"For NSCLC: the disease is unresectable, locally advanced, recurrent, or metastatic for patients with tumors of non-squamous cell histology, and no hx of recent hemoptysis and 1) AV will be used as first-line therapy or as subsequent therapy after prior therapy with erlotinib, afatinib, gefitinib or crizotinib a) AV will be used with cisplatin- or carboplatin-based regimens and b) Patient has distant mets or locoregional recurrence with evidence of disseminated disease, OR 2) AV will be used as a continuation maintenance tx (i.e., continuation of AV as first-line therapy beyond 4-6 cycles in the absence of disease progression) for tumor that is negative or unknown for both EGFR and ALK mutations and a) AV will be used alone or in combination with pemetrexed if Updated 03/2017 PA Criteria Criteria Details previously used with a firstline pemetrexed/platinum chemotherapy regimen and b) Patient has achieved tumor response or stable disease following first-line chemotherapy"
t,This drug may be covered under Medicare Part B or D depending upon the circumstances. Information may need to be submitted describing the use and setting of the drug to make the determination.
t,"1. Is Avastin being prescribed by an oncologist or ophthalmologist? If yes, continue to #2. If no, do not approve. 2. Is the member at least 18 years of age? If yes, continue to #3. If no, do not approve. 3. Is the intended use for in the eye? If yes, continue to #5. If no, continue to #4. 4. Is the diagnosis one of the following: a. Metastatic colorectal cancer i. First- or second-line therapy, in combination with IV 5-fluorouracil-based chemotherapy ii. Second-line therapy, in combination with fluoropyrimidine/irinotecan- or fluoropyrimidine/oxaliplatin-based chemotherapy, in patients who have progressed on a first-line bevacizumab-containing regimen iii. Not indicated for adjuvant treatment for stage II or III disease b. Advanced nonsquamous, nonsmall cell lung cancer i. Recurrent or metastatic, unresectable, locally advanced, first-line treatment in combination with paclitaxel and carboplatin c. Metastatic HER-2 negative breast cancer who have not received chemotherapy for metastatic disease d. Glioblastoma multiforme of brain, Recurrent, progressive disease following prior therapy e. Metastatic renal cell cancer in combination with interferon alfa f. Persistent, recurrent, or metastatic carcinoma of the cervix in combination with paclitaxel and cisplatin or paclitaxel and topotecan g. Recurrent epithelial ovarian, fallopian tube or primary peritoneal cancer in combination with paclitaxel that is platinum-resistant and has received no more than two prior chemotherapy regimens If yes, continue to #6. If no, review for NCCN supported uses 5. Is the request for a supported off-label use (such as age-related macular degeneration, diabetic macular edema, etc)? If yes, continue to #7. If no, do not approve. 6. Approve for 12 months. 7. Approve for lifetime."
t,"For NSCLC, the disease is unresectable, locally advanced, recurrent, or metastatic for patients with tumors of non-squamous cell histology, and no hx of recent hemoptysis and 1) AV will be used as first-line therapy or as subsequent therapy after prior therapy with erlotinib, afatinib, gefitinib or crizotinib a) AV will be used with cisplatin- or carboplatin-based regimens and b) Patient has distant mets or locoregional recurrence with evidence of disseminated disease, OR 2) AV will be used as a continuation maintenance tx (i.e., continuation of AV as first-line therapy beyond 4- 6 cycles in the absence of disease progression) for tumor that is negative or unknown for both EGFR and ALK mutations and a) AV will be used alone or in combination with pemetrexed if previously used with a firstline pemetrexed/platinum chemotherapy regimen and b) Patient has achieved tumor response or stable disease following firstline chemotherapy"
t,This drug may be covered under Medicare Part B or D depending upon the circumstances. Information may need to be submitted describing the use and setting of the drug to make the determination.
t,"Cigna covers Oncology Medications specified as medically necessary when BOTH of the following criteria is met: For EITHER of the below indication: o Use is an approved drug or biologic indication by the Food and Drug Administration (FDA). Use is a category 1, 2A, or 2B recommendation by the National Comprehensive Cancer Network (NCCN) Clinical Practice Guidelines in Oncology (NCCN Guidelines ) or its derivative information product, The NCCN Drugs & Biologics Compendium (NCCN Compendium). Use of certain medications may require additional medical necessity determination; see criteria , if any, under specific medication listing."
t,Part D vs. Part B prior authorization only.
t,"Medically Necessary: Non-Small Cell Lung Cancer
Bevacizumab is considered medically necessary in the treatment of individuals with unresectable, locally advanced, recurrent or metastatic non-squamous, non-small cell lung cancer (NSCLC) when the following criteria are met: Bevacizumab is used in first-line combination chemotherapy with platinum-based therapy and a taxane or pemetrexed; and Individual has an Eastern Cooperative Oncology Group performance status of 0-1 and no history of hemoptysis. Bevacizumab as maintenance therapy is considered medically necessary in the treatment of individuals with unresectable, locally advanced, recurrent or metastatic non-squamous, NSCLS when all of the following criteria are met: Bevacizumab was previously administered as an agent in a first-line combination chemotherapy regimen; and Bevacizumab is used as a single agent; and
Bevacizumab may be used until disease progression."
t,All FDA approved indications not otherwise excluded from Part D.
t,This drug may be covered under Medicare Part B or D depending upon the circumstances. Information may need to be submitted describing the use and setting of the drug to make the determination.
t,"For non-squamous non-small cell lung cancer: Used in combination with carboplatin and paclitaxel for first line treatment of unresectable, locally advanced, recurrent or metastatic disease."
t,"Coverage is provided for the treatment of the FDA approved indications.

(Note: Coverage also may be provided if the member is enrolled in a Phase II-IV investigative study and documentation of enrollment and study approval by an appropriate investigational review board (IRB) is submitted to the plan.)"
t,"Medically Necessary: Non-Small Cell Lung Cancer
Bevacizumab is considered medically necessary in the treatment of individuals with unresectable, locally advanced, recurrent or metastatic non-squamous, non-small cell lung cancer (NSCLC) when the following criteria are met: Bevacizumab is used in first-line combination chemotherapy with platinum-based therapy and a taxane or pemetrexed; and Individual has an Eastern Cooperative Oncology Group performance status of 0-1 and no history of hemoptysis. Bevacizumab as maintenance therapy is considered medically necessary in the treatment of individuals with unresectable, locally advanced, recurrent or metastatic non-squamous, NSCLS when all of the following criteria are met: Bevacizumab was previously administered as an agent in a first-line combination chemotherapy regimen; and Bevacizumab is used as a single agent; and
Bevacizumab may be used until disease progression."
t,This drug may be covered under Medicare Part B or D depending upon the circumstances. Information may need to be submitted describing the use and setting of the drug to make the determination.
t,This drug may be covered under Medicare Part B or D depending upon the circumstances. Information may need to be submitted describing the use and setting of the drug to make the determination.
t,This drug may be covered under Medicare Part B or D depending upon the circumstances. Information may need to be submitted describing the use and setting of the drug to make the determination.
t,All FDA approved indications not otherwise excluded from Part D.
t,"Based upon our assessment and review of the peer-reviewed literature, Avastin has been medically proven to be effective and therefore, medically appropriate for the following: I. The plan considers bevacizumab (Avastin) medically appropriate for any of the following indications: Non-squamous, non-small cell lung cancer
A. The agent is being used as a first-line treatment in combination with a platinum (carboplatin and cisplatin) based regimen for PS 0-1 patients
- no history of hemoptysis
- Bevacizumab can be continued until disease progression or unacceptable toxicity
develops
B. For patients who achieve tumor response or stable disease following first line treatment as stated in 3A, continued maintenance with bevacizumab alone or in combination with pemetrexed (if previously used with a first line pemetrexed/platinum chemotherapy regimen) is medically appropriate after completion of the initial chemotherapy regimen (usually 4-6 weeks)
C. Second-line therapy in combination with a platinum-based doublet for tumors of nonsquamous cell histology in patients with performance status 0-2 if erlotinib (Tarceva) or crizotinib (Xalkori) given first line"
t,"For initiation of treatment, a prior authorization form and relevant chart notes documenting medical rationale are required and for continuation of therapy, ongoing documentation of successful response to the medication may be necessary.
Initial authorization:
1.Documentation of opioid use disorder
2.Patient is currently maintained on a 8mg to 24mg per day dose of oral, sublingual, or transmucosal buprenorphine product equivalent for at least 7 days prior to initiation of extended-release buprenorphine injection
3.Medical rationale of why patient therapy with a transmucosal buprenorphine product is not appropriate for this patient
4.Documentation that Sublocade will be used as a part of an evidence-based treatment program"
t,"For NSCLC, the disease is unresectable, locally advanced, recurrent, or metastatic for patients with tumors of non-squamous cell histology, and no hx of recent hemoptysis and 1) AV will be used as first-line therapy or as subsequent therapy after prior therapy with erlotinib, afatinib, gefitinib or crizotinib a) AV will be used with cisplatin- or carboplatin-based regimens and b) Patient has distant mets or locoregional recurrence with evidence of disseminated disease, OR 2) AV will be used as a continuation maintenance tx (i.e., continuation of AV as first-line therapy beyond 4- 6 cycles in the absence of disease progression) for tumor that is negative or unknown for both EGFR and ALK mutations and a) AV will be used alone or in combination with pemetrexed if previously used with a first-line pemetrexed/platinum chemotherapy regimen and b) Patient has achieved tumor response or stable disease following firstline chemotherapy."
t,"Non-squamous non-small cell lung cancer, with carboplatin and paclitaxel for first line treatment of unresectable, locally advanced recurrent or metastatic disease."
t,"Non-squamous non-small cell lung cancer in combination with carboplatin and paclitaxel for the first-line treatment of patients with unresectable, locally advanced, recurrent or metastatic non-squamous cell disease and the dose is up to 15 mg/kg every 3 weeks."
t,Harvard Pilgrim considers Avastin (bevacizumab) medically necessary as a treatment for any of the following conditions: non-squamous non-small cell lung cancer.
t,"For NSCLC, the disease is unresectable, locally advanced, recurrent, or metastatic for patients with tumors of non-squamous cell histology, and no hx of recent hemoptysis and 1) AV will be used as first-line therapy or as subsequent therapy after prior therapyerlotinib, afatinib, gefitinit or crizotinib a) AV will be used with cisplatin- or carboplatin-based regimens and b) Patient has distant mets or locoregional reccurrence with evidence of disseminated disease, OR 2) AV will be used as a continuation matienance tx (e.it, continuation of AV as first-line therapy beyond 4-6 cycles in the absence of disease progression) for tumor that is negagative or unknown for both EGFR and ALK mutuations and a) AV will be used alone or combination with pemtrexed if previously used with a first-line pemetrexed/platinum chemotherapy regimen and b) Patient has achieved tumor response or stable disease following first-line chemotherapy."
t,N/A
t,"Non-Small Cell Lung Cancer
Bevacizumab may be considered medically necessary for non-small cell lung cancer (NSCLC) when used as:

Treatment in combination with carboplatin and paclitaxel or pemetrexed or in combination with cisplatin and pemetrexed for recurrence or metastases in patients with performance status 0-1, tumors of nonsquamous cell histology, and no history of recent hemoptysis as:
First-line therapy; or
Subsequent therapy for sensitizing EGFR mutation-positive tumors and prior erlotinib, afatinib, or gefitinib therapy; or
Subsequent therapy for ALK-positive tumors and prior crizotinib therapy.
Continuation maintenance therapy if given first line with chemotherapy for recurrence or metastasis in patients with performance status 0-1, tumors of nonsquamous cell histology, and no history of recent hemoptysis who achieve tumor response or stable disease following first-line chemotherapy:
As a single agent; or
In combination with pemetrexed if previously used with a first-line pemetrexed/platinum chemotherapy regimen."
t,N/A
t,N/A
t,N/A
t,"Criteria for approval: NSCLC
a. The disease is unresectable, locally advanced, recurrent, or metastatic.
b. Member has ECOG performance status (PS) 0-1 (first-line/subsequent therapy) or PS 0-2 (continuation maintenance), tumors of non-squamous cell histology, and no history of recent hemoptysis.
c. Authorization of 3 months may be granted to members who are prescribed Avastin in combination with carboplatin and paclitaxel or pemetrexed or with cisplatin and pemetrexed who meet one of the following:  Avastin 5
i. For tumors with negative/unknown EGFR mutations ALK gene rearrangements, ROS1 rearrangements or PD-L1 expression (≥50%) Avastin will be used as a first-line therapy (see section d. below for continuation
maintenance).
ii. For tumors with sensitizing EGFR mutation-positive tumors:
1) Avastin will be used as a subsequent therapy AND
2) Member experienced disease progression on has received prior erlotinib (Tarceva)  afatinib (Gilotrif), gefitinib (Iressa) or osimertinib (Tagrisso) therapy.
iii. For ALK-positive tumors:,
1) Avastin will be used as a subsequent therapy AND
2) Member experienced disease progression on prior crizotinib
(Xalkori), ceritinib (Zykadia) or alectinib (Alecensa) therapy.
iv. For ROS1-positive tumors:
1) Avastin will be used as a subsequent therapy AND
2) Member experienced disease progression on prior crizotinib (Xalkori) therapy.
v. For PD-L1 expression-positive (≥50%) tumors:
1) Avastin will be used as a subsequent therapy AND
2) Member experienced disease progression on prior pembrolizumab (Keytruda)
therapy"
t,"Non-Small-Cell Lung Cancer (NSCLC)

Bevacizumab may be considered medically necessary for first-line treatment of patients with unresectable, locally advanced, recurrent or metastatic non-squamous, non-small cell lung cancer (NSCLC) when given in combination with carboplatin and paclitaxel.

Bevacizumab may be considered medically necessary in combination with platinum-based doublet chemotherapy* as second-line treatment of patients with non-squamous, non-small cell lung cancer who have experienced disease progression during or after first-line treatment with erlotinib or crizotinib.

*NOTE 1: Platinum-based doublet chemotherapy may include cisplatin or carboplatin combined with a taxane (paclitaxel or docetaxel), gemcitabine, vinorelbine, or irinotecan.

Bevacizumab may be considered medically necessary in individuals with unresectable, locally advanced, recurrent or metastatic, nonsquamous, non-small cell lung cancer (NSCLC) when used as first-line therapy in individuals with a performance status of 0-1 and no history of hemoptysis when used in combination with both:

• Platinum-based therapy; AND

• Taxane or pemetrexed.

Bevacizumab as maintenance therapy may be considered medically necessary for individuals with unresectable, locally advanced, recurrent or metastatic non-squamous, non-small cell lung cancer (NSCLC) when all of the following criteria are met:

• Used as a single agent; AND

• Bevacizumab was previously administered as an agent in a first-line combination chemotherapy regimen; AND

• May be used until disease progression."
t,"Coverage Criteria: Bevacizumab is provided as a covered medical benefit (for non-ocular conditions) without pre-service authorization for the following conditions: Bevacizumab in combination with carboplatin and paclitaxel in patients with unresectable, locally advance, recurrent or metastatic, non-squamous, non-small cell lung cancer."
t,This drug may be covered under Medicare Part B or D depending upon the circumstances. Information may need to be submitted describing the use and setting of the drug to make the determination.
t,"For NSCLC, the disease is unresectable, locally advanced, recurrent, or metastatic for patients with tumors of non-squamous cell histology, and no hx of recent hemoptysis and 1) AV will be used as first-line therapy or as subsequent therapy after prior therapy with erlotinib, afatinib, gefitinib or crizotinib a) AV will be used with cisplatin- or carboplatin-based regimens and b) Patient has distant mets or locoregional recurrence with evidence of disseminated disease, OR 2) AV will be used as a continuation maintenance tx (i.e., continuation of AV as first-line therapy beyond 4- 6 cycles in the absence of disease progression) for tumor that is negative or unknown for both EGFR and ALK mutations and a) AV will be used alone or in combination with pemetrexed if previously used with a first-line pemetrexed/platinum chemotherapy
regimen and b) Patient has achieved tumor response or stable disease following firstline chemotherapy"
